Date,Airline,OriginState,TimeOfDay,Speed
5/6/91,AMERICAN AIRLINES,Tennessee,Dusk,138
5/7/91,NORTHWEST AIRLINES,New York,Day,83
5/7/91,AMERICAN AIRLINES,Oklahoma,Day,166
5/7/91,AMERICAN AIRLINES,Texas,Night,147
5/7/91,MILITARY,Louisiana,Night,169
5/7/91,SOUTHWEST AIRLINES,Texas,Day,95
5/8/91,SOUTHWEST AIRLINES,Texas,Day,210
5/8/91,MILITARY,Louisiana,Dusk,159
5/9/91,AMERICAN AIRLINES,Massachusetts,Night,169
5/9/91,MILITARY,New Jersey,Night,155
5/9/91,AMERICAN AIRLINES,DC,Day,166
5/10/91,AMERICAN AIRLINES,Massachusetts,Night,172
5/10/91,AMERICAN AIRLINES,Texas,Day,155
5/10/91,DELTA AIR LINES,Georgia,Dusk,134
5/11/91,NORTHWEST AIRLINES,Minnesota,Day,156
5/11/91,AMERICAN AIRLINES,Texas,Day,256
5/12/91,MILITARY,Louisiana,Day,161
5/12/91,SOUTHWEST AIRLINES,Arizona,Night,202
5/12/91,AMERICAN AIRLINES,Tennessee,Day,146
5/13/91,AMERICAN AIRLINES,Texas,Day,140
5/13/91,AMERICAN AIRLINES,Nebraska,Night,156
5/14/91,MILITARY,Louisiana,Day,148
5/14/91,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,136
5/15/91,US AIRWAYS*,New Jersey,Dusk,174
5/15/91,AMERICAN AIRLINES,Texas,Night,254
5/15/91,AMERICAN AIRLINES,Texas,Day,175
5/15/91,BUSINESS,Hawaii,Day,111
5/16/91,AMERICAN AIRLINES,Oregon,Day,206
5/17/91,COMAIR AIRLINES,Kentucky,Day,122
5/18/91,FEDEX EXPRESS,Tennessee,Night,131
5/19/91,AMERICAN AIRLINES,Oregon,Night,178
5/19/91,US AIRWAYS*,Michigan,Day,240
5/19/91,SOUTHWEST AIRLINES,Texas,Day,136
5/20/91,AMERICAN EAGLE AIRLINES,Kentucky,Day,122
5/20/91,MILITARY,Louisiana,Day,180
5/20/91,US AIRWAYS*,New Jersey,Night,154
5/22/91,MILITARY,Louisiana,Dawn,8
5/22/91,US AIRWAYS*,New York,Day,148
5/22/91,NORTHWEST AIRLINES,Tennessee,Day,162
5/27/91,AMERICAN AIRLINES,California,Day,112
5/29/91,BUSINESS,DC,Day,59
5/29/91,AMERICAN AIRLINES,Texas,Day,159
5/29/91,AMERICAN AIRLINES,Massachusetts,Night,219
5/31/91,AMERICAN AIRLINES,Texas,Day,123
6/2/91,AMERICA WEST AIRLINES,Missouri,Day,174
6/2/91,AMERICAN AIRLINES,Massachusetts,Day,140
6/3/91,AMERICAN AIRLINES,Kentucky,Night,218
6/5/91,US AIRWAYS*,Massachusetts,Night,176
6/6/91,AMERICAN AIRLINES,Texas,Day,132
6/9/91,AMERICAN AIRLINES,Tennessee,Day,128
6/9/91,US AIRWAYS*,Kentucky,Dusk,165
6/10/91,AMERICAN AIRLINES,Tennessee,Day,125
6/11/91,US AIRWAYS*,Ohio,Day,109
6/11/91,FEDEX EXPRESS,Pennsylvania,Day,133
6/11/91,AMERICAN AIRLINES,North Carolina,Day,132
6/11/91,AMERICAN AIRLINES,Pennsylvania,Day,147
6/12/91,AMERICAN AIRLINES,Tennessee,Day,147
6/13/91,UNKNOWN,Texas,Night,160
6/14/91,AMERICAN AIRLINES,Louisiana,Day,174
6/15/91,NORTHWEST AIRLINES,Missouri,Day,126
6/16/91,AMERICAN AIRLINES,Texas,Day,251
6/17/91,NORTHWEST AIRLINES,Minnesota,Day,133
6/17/91,NORTHWEST AIRLINES,Minnesota,Day,121
6/17/91,AMERICAN AIRLINES,Texas,Day,139
6/18/91,BUSINESS,Nebraska,Day,92
6/19/91,MILITARY,Louisiana,Day,155
6/20/91,US AIRWAYS*,North Carolina,Day,58
6/22/91,MILITARY,South Carolina,Day,202
6/22/91,UNITED AIRLINES,Hawaii,Day,152
6/22/91,US AIRWAYS*,Kentucky,Day,87
6/26/91,AMERICAN AIRLINES,Tennessee,Dusk,165
6/28/91,AMERICAN AIRLINES,Texas,Day,159
6/29/91,US AIRWAYS*,North Carolina,Dawn,163
7/1/91,MILITARY,Louisiana,Night,80
7/2/91,SOUTHWEST AIRLINES,California,Day,153
7/3/91,MILITARY,Louisiana,Night,133
7/3/91,UPS AIRLINES,Georgia,Dawn,128
7/5/91,AMERICAN AIRLINES,Texas,Day,214
7/8/91,AMERICAN AIRLINES,Oklahoma,Day,166
7/8/91,DELTA AIR LINES,Kentucky,Day,137
7/9/91,MILITARY,Louisiana,Night,253
7/9/91,SOUTHWEST AIRLINES,Texas,Night,143
7/10/91,US AIRWAYS*,Indiana,Dusk,99
7/10/91,DELTA AIR LINES,Kentucky,Day,143
7/10/91,AMERICAN AIRLINES,New York,Day,107
7/11/91,MILITARY,Louisiana,Day,164
7/12/91,MILITARY,Louisiana,Day,188
7/12/91,AMERICAN AIRLINES,Georgia,Day,134
7/13/91,AMERICAN AIRLINES,California,Day,147
7/13/91,NORTHWEST AIRLINES,Nebraska,Day,123
7/13/91,AMERICAN AIRLINES,Tennessee,Day,141
7/13/91,SOUTHWEST AIRLINES,Tennessee,Day,129
7/14/91,MILITARY,Louisiana,Day,161
7/14/91,AMERICAN AIRLINES,Texas,Day,169
7/16/91,MILITARY,Oregon,Day,151
7/16/91,AMERICAN AIRLINES,New Jersey,Night,142
7/17/91,MILITARY,Hawaii,Day,148
7/17/91,MILITARY,Louisiana,Night,187
7/18/91,PSA AIRLINES,Kentucky,Day,93
7/18/91,SOUTHWEST AIRLINES,Texas,Day,125
7/18/91,UPS AIRLINES,Kentucky,Night,114
7/20/91,AMERICAN AIRLINES,Texas,Night,144
7/22/91,BUSINESS,Pennsylvania,Day,126
7/23/91,AMERICAN AIRLINES,Illinois,Day,151
7/23/91,COMAIR AIRLINES,Kentucky,Day,135
7/24/91,MILITARY,Louisiana,Day,146
7/24/91,ALOHA AIRLINES,Hawaii,Night,174
7/24/91,AMERICAN AIRLINES,Missouri,Dusk,105
7/26/91,US AIRWAYS*,New Jersey,Day,106
7/27/91,US AIRWAYS*,New Jersey,Day,108
7/31/91,MILITARY,California,Day,170
8/1/91,MILITARY,South Carolina,Day,127
8/1/91,US AIRWAYS*,Missouri,Day,149
8/2/91,US AIRWAYS*,Pennsylvania,Day,144
8/2/91,AMERICAN AIRLINES,Missouri,Night,165
8/3/91,AMERICAN AIRLINES,Illinois,Night,259
8/3/91,US AIRWAYS*,North Carolina,Day,255
8/4/91,AMERICAN AIRLINES,Tennessee,Day,134
8/5/91,AMERICAN AIRLINES,New York,Night,159
8/5/91,AMERICAN AIRLINES,New York,Night,133
8/6/91,MILITARY,Louisiana,Day,143
8/6/91,AMERICAN AIRLINES,Louisiana,Day,134
8/7/91,UNITED AIRLINES,Georgia,Day,175
8/7/91,UNKNOWN,Maryland,Night,146
8/8/91,MILITARY,Louisiana,Night,142
8/8/91,SOUTHWEST AIRLINES,Illinois,Day,206
8/9/91,HORIZON AIR,Oregon,Night,206
8/9/91,AMERICAN AIRLINES,Texas,Day,153
8/11/91,AMERICAN AIRLINES,New York,Day,156
8/11/91,PSA AIRLINES,Indiana,Night,108
8/12/91,PRIVATELY OWNED,California,Day,101
8/12/91,MILITARY,Louisiana,Dusk,151
8/12/91,ALOHA AIRLINES,Hawaii,Day,117
8/15/91,AMERICAN AIRLINES,DC,Day,144
8/15/91,MILITARY,South Carolina,Day,136
8/15/91,SOUTHWEST AIRLINES,Texas,Day,141
8/15/91,AMERICAN AIRLINES,Massachusetts,Night,134
8/16/91,ALOHA AIRLINES,Hawaii,Day,142
8/17/91,US AIRWAYS*,New York,Day,138
8/17/91,AMERICAN AIRLINES,Texas,Day,134
8/18/91,AMERICAN AIRLINES,Tennessee,Night,253
8/18/91,AMERICAN AIRLINES,Missouri,Night,212
8/19/91,AMERICAN AIRLINES,California,Dawn,109
8/19/91,DELTA AIR LINES,Kentucky,Day,188
8/19/91,NORTHWEST AIRLINES,Tennessee,Day,129
8/19/91,SOUTHWEST AIRLINES,Texas,Day,123
8/19/91,AMERICAN AIRLINES,DC,Night,133
8/20/91,US AIRWAYS*,Pennsylvania,Night,144
8/20/91,FEDEX EXPRESS,Tennessee,Day,151
8/21/91,AMERICAN AIRLINES,Illinois,Day,135
8/22/91,US AIRWAYS*,New York,Day,199
8/23/91,DELTA AIR LINES,Georgia,Day,135
8/24/91,AMERICAN AIRLINES,Texas,Day,179
8/25/91,MILITARY,Louisiana,Day,140
8/26/91,MILITARY,Louisiana,Day,146
8/26/91,AMERICAN AIRLINES,Texas,Day,145
8/26/91,AMERICAN AIRLINES,Texas,Day,182
8/28/91,MILITARY,Louisiana,Day,142
8/28/91,MILITARY,Louisiana,Night,152
8/28/91,SOUTHWEST AIRLINES,Missouri,Day,134
8/29/91,AMERICAN AIRLINES,Texas,Day,173
8/29/91,AMERICAN AIRLINES,Georgia,Night,216
8/29/91,AMERICAN AIRLINES,Ohio,Night,155
8/29/91,BUSINESS,Missouri,Day,122
8/29/91,ATLANTIC SOUTHEAST,Tennessee,Night,106
8/30/91,DELTA AIR LINES,Utah,Day,147
8/30/91,AMERICAN AIRLINES,Nebraska,Day,145
8/30/91,AMERICAN AIRLINES,Texas,Day,142
8/31/91,TRANS WORLD AIRLINES,Missouri,Day,230
8/31/91,MILITARY,South Carolina,Day,207
9/1/91,SOUTHWEST AIRLINES,Texas,Day,186
9/1/91,US AIRWAYS*,Maryland,Day,135
9/1/91,US AIRWAYS*,North Carolina,Dusk,105
9/1/91,AMERICA WEST AIRLINES,Maryland,Night,234
9/1/91,AMERICAN AIRLINES,Texas,Day,137
9/1/91,AMERICAN AIRLINES,Maryland,Night,214
9/2/91,US AIRWAYS*,New Jersey,Night,259
9/2/91,PRIVATELY OWNED,South Carolina,Day,86
9/2/91,CONTINENTAL AIRLINES,Pennsylvania,Dusk,166
9/2/91,NORTHWEST AIRLINES,Tennessee,Night,232
9/3/91,AMERICAN AIRLINES,Tennessee,Day,134
9/3/91,ALOHA AIRLINES,Hawaii,Day,101
9/3/91,AMERICAN AIRLINES,Tennessee,Day,134
9/4/91,AMERICAN AIRLINES,Tennessee,Dusk,134
9/4/91,MILITARY,Louisiana,Night,161
9/4/91,MILITARY,Louisiana,Night,157
9/4/91,AMERICAN AIRLINES,Nebraska,Day,148
9/4/91,UNKNOWN,Texas,Day,152
9/5/91,BUSINESS,DC,Day,133
9/5/91,AMERICAN AIRLINES,Kentucky,Day,135
9/5/91,UPS AIRLINES,Kentucky,Night,233
9/5/91,US AIRWAYS*,Maryland,Day,149
9/6/91,AMERICAN AIRLINES,Tennessee,Day,257
9/7/91,CONTINENTAL AIRLINES,New Jersey,Day,128
9/7/91,AMERICAN AIRLINES,Massachusetts,Day,135
9/7/91,AMERICAN AIRLINES,Tennessee,Day,156
9/7/91,AMERICAN AIRLINES,Tennessee,Day,162
9/8/91,US AIRWAYS*,California,Day,144
9/8/91,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Day,49
9/8/91,UNKNOWN,California,Day,126
9/9/91,AMERICAN AIRLINES,Texas,Night,168
9/9/91,US AIRWAYS*,Indiana,Day,102
9/10/91,AMERICAN AIRLINES,Illinois,Night,215
9/10/91,UNKNOWN,DC,Day,128
9/10/91,AMERICAN AIRLINES,Illinois,Day,153
9/10/91,AMERICAN AIRLINES,Ohio,Night,174
9/11/91,COMAIR AIRLINES,Kentucky,Day,121
9/12/91,AMERICAN AIRLINES,Texas,Dawn,139
9/12/91,SOUTHWEST AIRLINES,Texas,Day,138
9/12/91,US AIRWAYS*,DC,Night,179
9/12/91,AMERICAN AIRLINES,Texas,Night,190
9/12/91,MILITARY,Pennsylvania,Day,114
9/12/91,AMERICAN AIRLINES,Illinois,Day,123
9/13/91,BUSINESS,California,Day,135
9/14/91,AMERICAN AIRLINES,Texas,Day,132
9/15/91,US AIRWAYS*,Maryland,Night,124
9/15/91,AMERICAN AIRLINES,Tennessee,Day,185
9/16/91,MILITARY,Louisiana,Day,134
9/16/91,AMERICAN AIRLINES,Ohio,Night,184
9/17/91,MILITARY,Louisiana,Day,201
9/17/91,MILITARY,Louisiana,Night,168
9/17/91,AMERICAN AIRLINES,Texas,Night,201
9/17/91,SOUTHWEST AIRLINES,Texas,Night,258
9/17/91,US AIRWAYS*,Kentucky,Day,204
9/18/91,MILITARY,Louisiana,Night,125
9/18/91,MILITARY,Louisiana,Night,170
9/18/91,AMERICAN AIRLINES,Massachusetts,Night,172
9/18/91,BUSINESS,North Carolina,Day,135
9/19/91,MILITARY,South Carolina,Day,139
9/19/91,MILITARY,Hawaii,Day,159
9/19/91,MILITARY,Louisiana,Day,131
9/19/91,MILITARY,Louisiana,Night,167
9/20/91,BUSINESS,Kentucky,Day,118
9/20/91,US AIRWAYS*,Indiana,Night,144
9/20/91,ASTAR AIR CARGO,Kentucky,Night,135
9/20/91,US AIRWAYS*,North Carolina,Day,173
9/20/91,AMERICAN AIRLINES,Ohio,Day,135
9/20/91,SOUTHWEST AIRLINES,Texas,Night,191
9/21/91,AMERICAN AIRLINES,Texas,Night,136
9/21/91,AMERICAN AIRLINES,Utah,Night,137
9/23/91,MILITARY,Louisiana,Day,160
9/23/91,AMERICAN AIRLINES,Illinois,Night,200
9/23/91,BUSINESS,Kentucky,Day,205
9/23/91,AMERICAN AIRLINES,Nebraska,Day,134
9/23/91,AMERICAN AIRLINES,California,Night,121
9/24/91,AMERICAN AIRLINES,Texas,Night,141
9/25/91,MILITARY,Louisiana,Night,166
9/25/91,MILITARY,Louisiana,Night,159
9/26/91,UNKNOWN,California,Day,116
9/26/91,AMERICAN AIRLINES,Texas,Day,143
9/26/91,MILITARY,Louisiana,Night,155
9/26/91,AMERICAN AIRLINES,Minnesota,Night,172
9/26/91,MILITARY,South Carolina,Night,155
9/27/91,ALOHA AIRLINES,Hawaii,Day,133
9/30/91,AMERICAN AIRLINES,Tennessee,Day,128
9/30/91,AMERICAN AIRLINES,Illinois,Day,138
9/30/91,AMERICAN AIRLINES,Tennessee,Day,140
9/30/91,AMERICAN AIRLINES,Texas,Day,120
9/30/91,AMERICAN AIRLINES,Georgia,Night,124
10/1/91,AMERICAN AIRLINES,Illinois,Day,131
10/2/91,AMERICAN AIRLINES,Texas,Day,128
10/3/91,AMERICAN AIRLINES,Tennessee,Day,148
10/3/91,SOUTHWEST AIRLINES,Missouri,Day,211
10/4/91,AMERICAN AIRLINES,New Jersey,Night,258
10/5/91,NORTHWEST AIRLINES,Tennessee,Night,156
10/5/91,DELTA AIR LINES,Georgia,Night,201
10/6/91,UNITED AIRLINES,DC,Night,147
10/6/91,US AIRWAYS*,North Carolina,Night,232
10/6/91,AMERICAN AIRLINES,Texas,Day,140
10/6/91,UNITED AIRLINES,DC,Night,154
10/7/91,MILITARY,Hawaii,Day,145
10/7/91,MILITARY,South Carolina,Day,138
10/7/91,MILITARY,Louisiana,Night,212
10/7/91,MILITARY,South Carolina,Night,141
10/7/91,AMERICAN AIRLINES,Tennessee,Day,234
10/8/91,AMERICAN AIRLINES,Ohio,Day,108
10/8/91,NORTHWEST AIRLINES,Minnesota,Night,133
10/8/91,UNKNOWN,Illinois,Night,253
10/9/91,MILITARY,Louisiana,Night,186
10/9/91,US AIRWAYS*,Indiana,Day,139
10/9/91,AMERICAN AIRLINES,Texas,Day,175
10/10/91,MILITARY,Louisiana,Night,158
10/10/91,SOUTHWEST AIRLINES,Illinois,Day,188
10/10/91,AMERICAN AIRLINES,Texas,Day,144
10/10/91,US AIRWAYS*,Pennsylvania,Night,148
10/11/91,AMERICAN AIRLINES,Illinois,Night,211
10/11/91,AMERICAN AIRLINES,Texas,Night,152
10/11/91,FEDEX EXPRESS,Tennessee,Night,181
10/11/91,UPS AIRLINES,Kentucky,Night,170
10/13/91,AMERICAN AIRLINES,DC,Night,150
10/13/91,US AIRWAYS*,Maryland,Night,180
10/13/91,DELTA AIR LINES,Pennsylvania,Night,154
10/14/91,AMERICAN AIRLINES,New York,Night,147
10/15/91,MILITARY,Louisiana,Night,160
10/15/91,MILITARY,Louisiana,Night,190
10/15/91,BUSINESS,Pennsylvania,Dawn,104
10/16/91,UPS AIRLINES,Kentucky,Night,176
10/16/91,AMERICAN EAGLE AIRLINES,Tennessee,Night,244
10/16/91,MILITARY,Louisiana,Night,139
10/16/91,UPS AIRLINES,Kentucky,Night,121
10/17/91,ASTAR AIR CARGO,Kentucky,Night,283
10/17/91,MILITARY,Louisiana,Night,181
10/17/91,ALOHA AIRLINES,Hawaii,Day,91
10/18/91,US AIRWAYS*,Pennsylvania,Day,210
10/19/91,CONTINENTAL AIRLINES,New Jersey,Night,134
10/20/91,MILITARY,South Carolina,Day,202
10/20/91,AMERICAN AIRLINES,Pennsylvania,Night,234
10/20/91,AMERICAN AIRLINES,Maryland,Dusk,251
10/22/91,SOUTHWEST AIRLINES,California,Day,158
10/22/91,AMERICAN AIRLINES,Texas,Night,135
10/23/91,TRANS WORLD AIRLINES,New Jersey,Night,144
10/24/91,SOUTHWEST AIRLINES,Texas,Day,97
10/25/91,UPS AIRLINES,Kentucky,Day,147
10/26/91,BUSINESS,North Carolina,Night,122
10/29/91,SOUTHWEST AIRLINES,California,Night,140
10/29/91,AMERICAN AIRLINES,Texas,Night,180
10/29/91,AMERICAN AIRLINES,Texas,Night,190
10/30/91,AMERICAN AIRLINES,Kentucky,Night,191
10/30/91,US AIRWAYS*,Georgia,Night,208
10/30/91,CONTINENTAL AIRLINES,Washington,Night,116
10/31/91,MILITARY,Louisiana,Night,163
11/1/91,AMERICAN AIRLINES,Tennessee,Day,125
11/2/91,AMERICAN AIRLINES,Florida,Day,279
11/3/91,UNITED AIRLINES,DC,Night,107
11/3/91,AMERICAN AIRLINES,Texas,Day,150
11/3/91,AMERICAN AIRLINES,Illinois,Day,171
11/3/91,AMERICAN AIRLINES,Illinois,Night,159
11/3/91,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Night,188
11/4/91,AMERICAN AIRLINES,Texas,Dawn,131
11/4/91,AMERICAN AIRLINES,North Carolina,Night,144
11/4/91,MILITARY,Louisiana,Night,174
11/4/91,UNITED AIRLINES,California,Day,142
11/4/91,AMERICAN AIRLINES,Texas,Day,119
11/5/91,SOUTHWEST AIRLINES,Texas,Day,173
11/6/91,MILITARY,Louisiana,Day,3
11/6/91,MILITARY,Louisiana,Night,141
11/7/91,AMERICAN AIRLINES,Texas,Night,185
11/8/91,AMERICAN AIRLINES,California,Night,244
11/8/91,AMERICAN AIRLINES,Texas,Night,167
11/8/91,BUSINESS,New York,Night,176
11/8/91,AMERICAN AIRLINES,Tennessee,Night,154
11/8/91,HORIZON AIR,Washington,Night,123
11/10/91,AMERICAN AIRLINES,Oklahoma,Night,150
11/11/91,AMERICAN AIRLINES,Texas,Night,174
11/11/91,AMERICAN AIRLINES,Texas,Night,207
11/11/91,DELTA AIR LINES,Georgia,Day,143
11/11/91,US AIRWAYS*,Pennsylvania,Night,117
11/12/91,MILITARY,Louisiana,Night,152
11/12/91,AMERICAN AIRLINES,Texas,Dawn,141
11/13/91,MILITARY,Minnesota,Night,153
11/14/91,AMERICAN AIRLINES,New York,Night,255
11/15/91,AMERICAN AIRLINES,Hawaii,Night,145
11/16/91,AMERICAN AIRLINES,DC,Night,289
11/16/91,US AIRWAYS*,Pennsylvania,Day,132
11/17/91,AMERICAN AIRLINES,Maryland,Night,201
11/17/91,AMERICAN AIRLINES,New Jersey,Dusk,157
11/18/91,EXPRESSJET (CONTINENTAL EXPRS),Texas,Night,187
11/19/91,TRANS WORLD AIRLINES,Missouri,Day,152
11/20/91,SOUTHWEST AIRLINES,California,Night,135
11/22/91,DELTA AIR LINES,Kentucky,Night,257
11/22/91,US AIRWAYS*,Maryland,Day,140
11/22/91,MILITARY,South Carolina,Night,170
11/22/91,AMERICAN AIRLINES,Tennessee,Night,256
11/23/91,AMERICAN AIRLINES,Texas,Day,150
11/24/91,AMERICAN AIRLINES,Louisiana,Day,145
11/25/91,US AIRWAYS*,Missouri,Dawn,173
11/26/91,AMERICAN AIRLINES,DC,Night,228
11/26/91,US AIRWAYS*,California,Day,117
11/27/91,AMERICAN AIRLINES,Florida,Day,125
12/4/91,MILITARY,Louisiana,Day,132
12/4/91,PINNACLE,Tennessee,Night,165
12/5/91,AMERICAN EAGLE AIRLINES,DC,Night,186
12/5/91,AMERICAN AIRLINES,Illinois,Day,107
12/6/91,UNITED AIRLINES,DC,Night,142
12/6/91,AMERICAN AIRLINES,Texas,Day,150
12/7/91,US AIRWAYS*,Florida,Night,144
12/10/91,UNKNOWN,DC,Day,137
12/10/91,UPS AIRLINES,Georgia,Day,146
12/11/91,UNITED AIRLINES,Illinois,Day,160
12/12/91,US AIRWAYS*,Tennessee,Night,320
12/12/91,AMERICAN AIRLINES,California,Night,134
12/12/91,UNITED AIRLINES,Kentucky,Night,104
12/13/91,UPS AIRLINES,Oregon,Night,142
12/13/91,SOUTHWEST AIRLINES,Louisiana,Night,144
12/18/91,ALOHA AIRLINES,Hawaii,Day,136
12/19/91,ALOHA AIRLINES,Hawaii,Day,141
12/21/91,AMERICAN AIRLINES,Texas,Night,255
12/21/91,ALOHA AIRLINES,Hawaii,Day,128
12/24/91,AMERICAN AIRLINES,Texas,Night,185
12/24/91,ALOHA AIRLINES,Hawaii,Day,150
12/30/91,MILITARY,Louisiana,Day,219
12/31/91,HORIZON AIR,Washington,Dawn,123
12/31/91,US AIRWAYS*,Pennsylvania,Day,141
1/3/92,AMERICAN AIRLINES,Florida,Day,162
1/3/92,AMERICAN AIRLINES,Texas,Night,112
1/5/92,SKYWEST AIRLINES,California,Night,175
1/7/92,DELTA AIR LINES,Kentucky,Day,148
1/10/92,UNKNOWN,Ohio,Night,122
1/12/92,SOUTHWEST AIRLINES,California,Day,135
1/17/92,PRIVATELY OWNED,California,Night,142
1/17/92,ALOHA AIRLINES,Hawaii,Day,139
1/17/92,ALOHA AIRLINES,Hawaii,Day,109
1/19/92,AMERICAN AIRLINES,California,Night,115
1/20/92,AMERICAN AIRLINES,Tennessee,Night,142
1/24/92,AMERICAN AIRLINES,New York,Day,195
1/24/92,AMERICAN AIRLINES,Florida,Day,180
1/25/92,NORTHWEST AIRLINES,DC,Day,133
1/28/92,MILITARY,Hawaii,Day,149
1/29/92,AMERICAN AIRLINES,California,Dawn,153
1/29/92,NORTHWEST AIRLINES,California,Day,121
1/30/92,US AIRWAYS*,Pennsylvania,Night,190
1/31/92,MILITARY,South Carolina,Day,141
2/2/92,AMERICAN AIRLINES,Texas,Day,122
2/4/92,CONTINENTAL AIRLINES,New York,Night,140
2/7/92,DELTA AIR LINES,Kentucky,Day,142
2/15/92,AMERICAN AIRLINES,California,Day,102
2/17/92,AMERICAN AIRLINES,California,Day,139
2/17/92,ALOHA AIRLINES,Hawaii,Day,124
2/18/92,BUSINESS,DC,Day,121
2/18/92,BUSINESS,California,Day,123
2/18/92,HAWAIIAN AIR,Hawaii,Day,105
2/20/92,AMERICAN AIRLINES,Texas,Night,253
2/23/92,SOUTHWEST AIRLINES,California,Night,219
2/28/92,MILITARY,South Carolina,Day,144
2/28/92,BUSINESS,Pennsylvania,Night,134
2/29/92,AMERICAN AIRLINES,Illinois,Day,148
3/4/92,MILITARY,Louisiana,Dusk,138
3/6/92,AMERICAN AIRLINES,Illinois,Night,142
3/6/92,UPS AIRLINES,Kentucky,Night,147
3/6/92,AMERICAN AIRLINES,California,Night,144
3/9/92,CHAUTAUQUA AIRLINES,Pennsylvania,Day,132
3/9/92,AMERICAN AIRLINES,Florida,Night,209
3/11/92,NORTHWEST AIRLINES,Nebraska,Day,178
3/11/92,AMERICAN AIRLINES,California,Night,163
3/21/92,SOUTHWEST AIRLINES,California,Day,157
3/24/92,AMERICAN AIRLINES,Ohio,Dawn,145
3/24/92,TRANS WORLD AIRLINES,California,Night,238
3/24/92,AMERICAN AIRLINES,Tennessee,Night,235
3/26/92,MILITARY,Louisiana,Night,175
3/27/92,SOUTHWEST AIRLINES,California,Day,92
3/30/92,AMERICAN AIRLINES,Washington,Day,181
3/31/92,BUSINESS,North Carolina,Day,120
4/3/92,AMERICAN AIRLINES,Tennessee,Dusk,102
4/3/92,UNITED AIRLINES,New York,Night,105
4/6/92,BUSINESS,DC,Night,166
4/7/92,SOUTHWEST AIRLINES,Texas,Night,214
4/8/92,US AIRWAYS*,Maryland,Night,164
4/9/92,AMERICAN AIRLINES,Illinois,Night,172
4/9/92,MILITARY,Louisiana,Night,127
4/9/92,AMERICAN AIRLINES,Nebraska,Night,145
4/11/92,AMERICAN AIRLINES,Texas,Day,123
4/12/92,US AIRWAYS*,Pennsylvania,Night,184
4/13/92,SOUTHWEST AIRLINES,Louisiana,Day,216
4/13/92,US AIRWAYS*,Georgia,Night,140
4/13/92,SOUTHWEST AIRLINES,Arizona,Day,258
4/14/92,UPS AIRLINES,Kentucky,Night,132
4/14/92,MILITARY,Louisiana,Night,156
4/14/92,MILITARY,Louisiana,Night,151
4/14/92,AMERICAN AIRLINES,Tennessee,Day,175
4/15/92,US AIRWAYS*,Massachusetts,Night,151
4/16/92,AMERICAN EAGLE AIRLINES,New York,Night,128
4/17/92,DELTA AIR LINES,Georgia,Night,140
4/17/92,AMERICAN AIRLINES,Illinois,Night,146
4/17/92,AMERICAN AIRLINES,Texas,Day,110
4/19/92,US AIRWAYS*,Maryland,Night,143
4/19/92,AMERICAN AIRLINES,Texas,Day,145
4/20/92,US AIRWAYS*,Pennsylvania,Day,139
4/20/92,AMERICAN AIRLINES,California,Night,272
4/21/92,AMERICAN AIRLINES,Texas,Day,144
4/21/92,AMERICAN AIRLINES,California,Day,257
4/22/92,MILITARY,Louisiana,Night,151
4/22/92,AMERICAN AIRLINES,Texas,Night,185
4/23/92,SOUTHWEST AIRLINES,Missouri,Day,127
4/23/92,MILITARY,Louisiana,Night,142
4/23/92,MILITARY,Louisiana,Night,149
4/23/92,MILITARY,Louisiana,Night,189
4/23/92,AMERICAN AIRLINES,Texas,Day,131
4/23/92,FEDEX EXPRESS,Kentucky,Night,179
4/25/92,AMERICAN AIRLINES,California,Night,252
4/25/92,AMERICAN AIRLINES,Texas,Day,157
4/25/92,AMERICAN AIRLINES,Illinois,Day,140
4/27/92,AMERICAN AIRLINES,Tennessee,Day,110
4/28/92,MILITARY,Louisiana,Night,170
4/28/92,MILITARY,Louisiana,Night,182
4/29/92,MILITARY,Louisiana,Night,145
4/30/92,AMERICAN AIRLINES,Kentucky,Day,141
4/30/92,MILITARY,Louisiana,Night,143
4/30/92,MILITARY,Louisiana,Night,193
5/1/92,MILITARY,Louisiana,Night,206
5/2/92,AMERICAN AIRLINES,Illinois,Day,149
5/2/92,US AIRWAYS*,Pennsylvania,Night,139
5/2/92,AMERICAN AIRLINES,Texas,Night,132
5/3/92,AMERICAN AIRLINES,Nebraska,Night,173
5/3/92,AMERICAN EAGLE AIRLINES,California,Day,59
5/6/92,MILITARY,Louisiana,Day,166
5/6/92,MILITARY,Louisiana,Night,188
5/6/92,SOUTHWEST AIRLINES,Oklahoma,Night,284
5/7/92,AMERICAN AIRLINES,Texas,Night,256
5/7/92,AMERICAN AIRLINES,Texas,Day,126
5/8/92,AMERICAN AIRLINES,Louisiana,Day,124
5/8/92,US AIRWAYS*,DC,Day,100
5/9/92,US AIRWAYS*,DC,Night,145
5/9/92,UPS AIRLINES,Texas,Night,135
5/9/92,AMERICAN AIRLINES,Texas,Day,144
5/9/92,TRANS WORLD AIRLINES,Utah,Day,158
5/11/92,AMERICAN AIRLINES,California,Dawn,166
5/11/92,US AIRWAYS*,New York,Night,162
5/12/92,UPS AIRLINES,Pennsylvania,Night,251
5/12/92,AMERICAN AIRLINES,Texas,Night,238
